ï»¿web-scraper-order,web-scraper-start-url,department,department-href,courseprefix,course_id,title,lectures,labs,units,prequisites,concurrent,corequisites,recommended,term_offered,description,,
1539935039-3953,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 431,Insect Pest Management,3,1,4,AEPS 313,,,,SP,"Principles of insect and mite pest management, including integrated pest management (IPM), applications of ecological theory to pest management, cultural, biological and chemical controls, pesticide resistance management, insect and mite monitoring, biotechnology applications, pesticide laws and regulations, pest control advisor and qualified applicator licensing and certification.  Field trip required.  3 lectures, 1 laboratory.",,
1539935039-3954,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 432,Specialized Operations for Golf Courses and Athletic Fields,3,1,4,AEPS 343,,,,TBD,"Advanced maintenance and operation of golf course facilities and athletic field complexes.  Specialized turf establishment and maintenance, environmental concerns, finance and personnel management, and professional development.  Field trip required.  3 lectures, 1 laboratory.  Not open to students with credit in AEPS 430 or AEPS 433.",,
1539935039-3955,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 434,Landscape Management,3,1,4,AEPS 123 and AEPS 126 and junior standing,,,,TBD,"Maintenance procedures and operations.  Operating a landscape management business.  Estimating, scheduling, recordkeeping and implementation of landscape maintenance projects.  Interior landscape maintenance.  3 lectures, 1 laboratory.",,
1539935039-3956,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 435,Advanced Landscape Design,2,2,4,"AEPS 233, AEPS 234, AEPS 301",,,AEPS 381,TBD,"Advanced principles of landscape design for residential properties.  Design process, form, and space composition emphasized.  Application of sustainable design concepts.  Computer aided design applications, including three-dimensional design, emphasized.  Field trip required.  2 lectures, 2 laboratories.",,
1539935039-3957,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 437,Park and Public Space Management,3,1,4,Junior standing,,,,TBD,"Management and maintenance of private and public parks, arboreta, botanical gardens and recreational areas.  Maintenance personnel management, safety and liability issues.  Field trips required.  3 lectures, 1 laboratory.",,
1539935039-3958,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 441,Biological Control for Pest Management,3,1,4,AEPS 313,,,,F,"Control of arthropods, weeds and vertebrates to include history of biocontrol; biology of beneficial arthropods; methods of introduction, augmentation and conservation; and case studies.  Identification of beneficial arthropods to appropriate taxonomic level.  Technology, laws and regulations governing use of biocontrol agents.  Field trips to insectaries, quarantine facilities and/or crop production areas.  3 lectures, 1 laboratory.",,
1539935039-3959,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 445,Cropping Systems,3,,4,AEPS 120; or BOT 121 and SS 121; or graduate standing,,,,W,"Classification and description of agricultural systems of the world.  Cropping systems as land management plans.  Systems approaches to improvement of agricultural situations.  Consideration of human factors and the agroecosystem in efforts to create a more sustainable agriculture.  Field trip required.  3 lectures, 1 activity.",,
1539935039-3960,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 461,Senior Project I,2,,2,"Junior standing, completion of GE Area A1 with a grade of C- or better, and STAT 218",,,,"F, W, SP",Initial information research for project definition and development.  Projects are typical of problems which graduates must solve in their fields of study or employment.  Project results are presented in AEPS 462.  Contract drawn up with approval of advisor.  2 lectures.,,
1539935039-3961,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 462,Senior Project II,,,2,Consent of instructor,,,,"F,W,SP,SU",Continuation of Senior Project development.  Write-up of rough draft and formal draft of project.  Completion of formal written report under advisor supervision.  Minimum 60 hours.,,
1539935039-3962,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 470,Selected Advanced Topics,4,,1-4,Consent of instructor,,,,SP,Directed group study of selected topics for advanced students.  The Schedule of Classes will list topic selected.  Total credit limited to 8 units.  1-4 lectures.,,
1539935039-3963,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 471,Selected Advanced Laboratory,,4,1-4,Consent of instructor,,,,TBD,Directed group laboratory study of selected topics for advanced students.  Open to undergraduate and graduate students.  The Schedule of Classes will list topic selected.  Total credit limited to 8 units.  1-4 laboratories.,,
1539935039-3964,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 500,Individual Study in Horticulture and Crop Science,,,1-6,Consent of instructor,,,,"F,W,SP,SU",Advanced independent study planned and completed under the direction of a member of the Horticulture and Crop Science faculty.  Total credit limited to 6 units.,,
1539935039-3965,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 539,Graduate Internship in Horticulture and Crop Science,,,1-9,Consent of instructor,,,,"F,W,SP,SU","Application of theory to the solution of problems of agricultural production or related business in the fields of horticulture and crop science.  Analyze specific management problems and perform general management assignments detailed in a contract between the student, the firm or organization, and the faculty advisor before the internship commences.  Degree credit limited to 6 units.",,
1539935039-3966,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 570,Selected Topics in Horticulture and Crop Science,,,1-4,Consent of instructor,,,,TBD,Directed group study of selected topics for advanced students.  The Schedule of Classes will list title selected.  Total credit limited to 12 units.  1-4 seminars.,,
1539935039-3967,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 571,Selected Topics Laboratory in Horticulture and Crop Science,,4,1-4,Consent of instructor,,,,TBD,Directed group laboratory of selected topics for advanced students.  The Schedule of Classes will list title selected.  Total credit limited to 12 units.  1-4 laboratories.,,
1539935039-3968,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 575,Applied Systematics for Agriculture,,,4,Graduate standing,,,"a course in basic entomology, plant pathology, and weed science",W,"The application of evolutionary, phylogenetic, taxonomic and biogeographic principles as they pertain to current agricultural issues in the US.  Attention is given to invasive species and their impact on California's agricultural industry.  The course focus is insects, but invasive plants and microorganisms are also addressed.  4 seminars.",,
1539935039-3969,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 581,Graduate Seminar in Crop/Fruit Production,,,3,Graduate standing,,,,TBD,"Group study of current problems, trends and research results pertaining to production or marketing of field, vegetable or fruit crops.  3 seminars.",,
1539935039-3970,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 596,Thesis in Crop Science,,,1-9,Graduate standing and consent of instructor,,,,"F, W, SP","Systematic research of a significant problem in Crop Science.  Thesis will include problem identification, significance, methods, data analysis, and conclusion.  Students must enroll every quarter in which facilities are used or advisement is received.  Degree credit limited to 6 units.",,
1539935039-3971,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 597,Thesis in Environmental Horticulture Science,,,1-9,Graduate standing and consent of instructor,,,,"F, W, SP","Systematic research of a significant problem in environmental horticulture.  Thesis will include problem identification, significance, methods, data analysis and conclusion.  Students must enroll every quarter in which facilities are used or advisement is received.  Degree credit limited to 6 units.",,
1539935039-3972,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 598,Thesis in Fruit Science,,,1-9,Graduate standing and consent of instructor,,,,"F, W, SP","Systematic research of a significant problem in Fruit Science.  Thesis will include problem identification, significance, methods, data analysis, and conclusion.  Students must enroll every quarter in which facilities are used or advisement is received.  Degree credit limited to 6 units.",,
1539935039-3973,http://catalog.calpoly.edu/coursesaz,Agricultural and Environmental Plant Sciences (AEPS),http://catalog.calpoly.edu/coursesaz/aeps/,AEPS,AEPS 599,Thesis in Plant Protection Science,,,1-9,Graduate standing and consent of instructor,,,,"F, W, SP","Systematic research of a topic in plant protection science, including weed science, entomology, plant pathology, nematology or vertebrate management.  Thesis to describe the problem and its significance, methodology, results, data analysis, discussion and conclusion.  Enrollment required every quarter in which facilities are used or advisement received.  Degree credit limited to 6 units.  Total credit limited to 9 units.",,
1539935047-4030,http://catalog.calpoly.edu/coursesaz,Aerospace Engineering (AERO),http://catalog.calpoly.edu/coursesaz/aero/,AERO,AERO 121,Aerospace Fundamentals,1,1,2,,,,,F,"Introduction to the engineering profession including the aeronautical and aerospace fields. Engineering approach to problem-solving and analysis of data obtained from experiments. Basic nomenclature and design criteria used in the aerospace industry. Applications to basic problems in the field. 1 lecture, 1 laboratory.",,
1539935047-4031,http://catalog.calpoly.edu/coursesaz,Aerospace Engineering (AERO),http://catalog.calpoly.edu/coursesaz/aero/,AERO,AERO 200,Special Problems for Undergraduates,,,1-4,Consent of department head,,,,"F, W, SP","Individual investigation, research, studies, or surveys of selected problems.  Total credit limited to 4 units.",,
1539935047-4032,http://catalog.calpoly.edu/coursesaz,Aerospace Engineering (AERO),http://catalog.calpoly.edu/coursesaz/aero/,AERO,AERO 215,Introduction to Aerospace Design,,2,2,"AERO 121, MATH 143, and IME 144",,,CSC 111,"F, W",Introduction to problem solving techniques and team-centered design projects in aerospace engineering.  Primary emphasis on the solutions of design problems in aerospace engineering using computers.  2 laboratories.,,
1539935047-4033,http://catalog.calpoly.edu/coursesaz,Aerospace Engineering (AERO),http://catalog.calpoly.edu/coursesaz/aero/,AERO,AERO 220,Aerospace Systems Engineering and Integration,,1,1,AERO 121,,,,"F, W, SP","Project-based study of fundamental systems engineering concepts including sub-system interface requirements, verification and validation, modeling/analysis/design, and implementation of complex aerospace systems.  1 laboratory.",,
1539935047-4034,http://catalog.calpoly.edu/coursesaz,Aerospace Engineering (AERO),http://catalog.calpoly.edu/coursesaz/aero/,AERO,AERO 270,Selected Topics,1 to 4,,1-4,Open to undergraduate students and consent of instructor,,,,TBD,Directed group study of selected topics.  The Schedule of Classes will list title selected.  Total credit limited to 8 units.  1 to 4 lectures.,,
